#node	identifier	domain_summary_url	annotation	other_names_and_aliases
HTR2A	9606.ENSP00000437737	5-hydroxytryptamine receptor 2A; G-protein coupled receptor for 5-hydroxytryptamine (serotonin). Also functions as a receptor for various drugs and psychoactive substances, including mescaline, psilocybin, 1-(2,5-dimethoxy-4-iodophenyl)-2- aminopropane (DOI) and lysergic acid diethylamide (LSD). Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors. Beta-arrestin family members inhibit signaling via G proteins and mediate activation of alternative signaling pathways. S [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=471:Pfam_7TM_GPCR_Srsx(85|395)+	3356,5-HT-2,5-HT-2A,5-HT2A,5-hydroxytryptamine (serotonin) receptor 2A,5-hydroxytryptamine receptor 2,5-hydroxytryptamine receptor 2A,5HT2A_HUMAN,6A93,6A94,A0A087WZJ9,AAA58354.1,AAB22791.2,AAB24166.2,AAB31320.1,AAH69356.1,AAH69576.1,AAH74848.1,AAH74849.1,AAH96839.1,AAM21129.1,AF498982,AK302787,AK314132,AL136958,AL160397,B2RAC5,B4DZ79,BAG36822.1,BAG63991.1,BC069356,BC069576,BC074848,BC074849,BC096839,CAA40963.1,CCDS53867,CCDS53867.1,CCDS9405,CCDS9405.1,CH471075,CHEMBL224,EAX08770.1,ENSG00000102468,ENSP00000261668,ENSP00000367959,ENSP00000437737,ENSP00000441861,ENSP00000482708,ENST00000261668,ENST00000378688,ENST00000378688.8,ENST00000542664,ENST00000542664.3,ENST00000543956,ENST00000543956.4,ENST00000612998,ENST00000612998.1,F5GWE8,HGNC:5293,HPA014011,HTR2,HTR2A,HTR2A-201,HTR2A-202,HTR2A-203,HTR2A-204,LRG_1008,LRG_1008t1,M86841,NM_000621,NM_000621.4,NM_001165947,NM_001165947.2,NP_000612,NP_000612.1,NP_001159419,NP_001159419.1,NX_P28223,OMIM:182135,OTTHUMG00000016881,P28223,Q5T8C0,R-HSA-162582,R-HSA-372790,R-HSA-373076,R-HSA-375280,R-HSA-388396,R-HSA-390666,R-HSA-416476,R-HSA-500792,S42165,S42167,S42168,S49737,S50113,S50130,S71229,Serotonin receptor 2A,UPI000000126E,UPI0000E01052,UPI0004620A74,X57830,hsa:3356,uc001vbr.5,uc010acr.5
HTR2C	9606.ENSP00000276198	5-hydroxytryptamine receptor 2C; G-protein coupled receptor for 5-hydroxytryptamine (serotonin). Also functions as a receptor for various drugs and psychoactive substances, including ergot alkaloid derivatives, 1-2,5,- dimethoxy-4-iodophenyl-2-aminopropane (DOI) and lysergic acid diethylamide (LSD). Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors. Beta-arrestin family members inhibit signaling via G proteins and mediate activation of alternative signaling pathway [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=458:TRANS(13|35)+Pfam_7TM_GPCR_Srsx(64|383)+	3358,5-HT-1C,5-HT-2C,5-HT1C,5-HT2C,5-HTR2C,5-hydroxytryptamine (serotonin) receptor 2C,5-hydroxytryptamine receptor 1C,5-hydroxytryptamine receptor 2,5-hydroxytryptamine receptor 2C,5HT2C_HUMAN,5HTR2C,6BQG,6BQH,B1AMW4,CCDS14564,CCDS14564.1,CCDS59174,CCDS59174.1,ENSG00000147246,ENSP00000276198,ENSP00000361018,ENSP00000361019,ENSP00000361020,ENST00000276198,ENST00000276198.5,ENST00000371950,ENST00000371950.3,ENST00000371951,ENST00000371951.5,ENST00000371952,HGNC:5295,HTR1C,HTR2C,HTR2C-201,HTR2C-202,HTR2C-203,NM_000868,NM_000868.3,NM_001256760,NM_001256760.2,NM_001256761,NM_001256761.2,NP_000859,NP_000859.1,NP_001243689,NP_001243689.1,NP_001243690,NP_001243690.1,NX_P28335,OMIM:312861,OTTHUMG00000022226,P28335,Q5VUF8,Q9NP28,R-HSA-162582,R-HSA-372790,R-HSA-373076,R-HSA-375280,R-HSA-388396,R-HSA-390666,R-HSA-416476,R-HSA-500792,Serotonin receptor 2C,UPI000014653A,UPI0002AB8037,hsa:3358,uc004epu.1
KCNJ9	9606.ENSP00000357067	G protein-activated inward rectifier potassium channel 3; This receptor is controlled by G proteins. Inward rectifier potassium channels are characterized by a greater tendency to allow potassium to flow into the cell rather than out of it. Their voltage dependence is regulated by the concentration of extracellular potassium; as external potassium is raised, the voltage range of the channel opening shifts to more positive voltages. The inward rectification is mainly due to the blockage of outward current by internal magnesium (By similarity); Belongs to the inward rectifier-type potass [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=393:Pfam_IRK(25|350)+	3765,AAB07043.1,AAF89098.1,AF193615,AL121987,CCDS1194,CCDS1194.1,CHEMBL3038490,ENSG00000162728,ENSP00000294775,ENSP00000357067,ENST00000294775,ENST00000368088,ENST00000368088.3,GIRK-3,GIRK3,HGNC:6270,HPA070478,Inward rectifier K(+) channel Kir3.3,KCNJ9,KCNJ9-201,KCNJ9_HUMAN,KIR3.3,Kir3.3,NM_004983,NM_004983.2,NM_004983.3,NP_004974,NP_004974.2,NX_Q92806,OMIM:600932,OTTHUMG00000024072,Q5JW75,Q92806,R-HSA-112314,R-HSA-112315,R-HSA-112316,R-HSA-1296041,R-HSA-1296059,R-HSA-1296065,R-HSA-1296071,R-HSA-977443,R-HSA-977444,R-HSA-991365,R-HSA-997272,U52152,UPI000013E1B3,hsa:3765,uc001fuy.2
KCNK1	9606.ENSP00000355580	Potassium channel subfamily K member 1; Ion channel that contributes to passive transmembrane potassium transport and to the regulation of the resting membrane potential in brain astrocytes, but also in kidney and in other tissues. Forms dimeric channels through which potassium ions pass in accordance with their electrochemical gradient. The channel is selective for K(+) ions at physiological potassium concentrations and at neutral pH, but becomes permeable to Na(+) at subphysiological K(+) levels and upon acidification of the extracellular medium. The homodimer has very low potassium  [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=336:TRANS(20|42)+Pfam_Ion_trans_2(82|158)+Pfam_Ion_trans_2(190|271)+	3775,3UKM,A0A024R3T2,AAB01688.1,AAB51147.1,AAB97878.1,AAH18051.1,AL356357,BC018051,CAB022588,CCDS1599,CCDS1599.1,CH471098,DPK,EAW69989.1,EAW69990.1,ENSG00000135750,ENSP00000258230,ENSP00000320427,ENSP00000355578,ENSP00000355579,ENSP00000355580,ENSP00000409626,ENSP00000431549,ENST00000258230,ENST00000316966,ENST00000366619,ENST00000366620,ENST00000366620.5,ENST00000366621,ENST00000366621.7,ENST00000446915,ENST00000446915.1,ENST00000472190,ENST00000472190.5,ENST00000472869,ENST00000472869.1,ENST00000487728,ENST00000487728.1,ENST00000526323,HGNC:6272,HOHO,HOHO1,HPA016049,K2P1,K2p1.1,KCNK1,KCNK1-201,KCNK1-202,KCNK1-203,KCNK1-204,KCNK1-205,KCNK1-206,KCNK1_HUMAN,KCNO1,NM_002245,NM_002245.3,NM_002245.4,NP_002236,NP_002236.1,NX_O00180,O00180,OMIM:601745,OTTHUMG00000037923,Potassium channel K2P1,Potassium channel KCNO1,Potassium channel subfamily K member 1,Q13307,Q5T5E6,Q5T5E8,R-HSA-112316,R-HSA-1296071,R-HSA-1296346,R-HSA-1299308,R-HSA-397014,R-HSA-5576886,R-HSA-5576891,TWIK-1,TWIK1,U33632,U76996,U90065,UPI0000127A50,UPI0000470BFF,URS00008C3768,URS0000EBAE9C,XM_011544184,XM_011544184.2,hsa:3775,potassium channel, subfamily K, member 1,uc010pxo.1
KCNV1	9606.ENSP00000435954	Potassium voltage-gated channel subfamily V member 1; Potassium channel subunit that does not form functional channels by itself. Modulates KCNB1 and KCNB2 channel activity by shifting the threshold for inactivation to more negative values and by slowing the rate of inactivation. Can down-regulate the channel activity of KCNB1, KCNB2, KCNC4 and KCND1, possibly by trapping them in intracellular membranes.	https://smart.embl.de/smart/DDvec.cgi?smart=500:BTB(39|157)+Pfam_Ion_trans_2(347|433)+	27012,AAD48031.2,AAH28739.1,AB032013,AF167082,BAA92316.1,BC028739,CCDS6314,CCDS6314.1,CHEMBL2362996,ENSG00000164794,ENSP00000297404,ENSP00000435954,ENSP00000443741,ENST00000297404,ENST00000297404.1,ENST00000524391,ENST00000524391.5,ENST00000545728,HGNC:18861,HNKA,KCNB3,KCNV1,KCNV1-201,KCNV1-202,KCNV1_HUMAN,KV2.3,KV8.1,Kv8.1,NM_014379,NM_014379.3,NM_014379.4,NP_055194,NP_055194.1,NX_Q6PIU1,Neuronal potassium channel alpha subunit HNKA,OMIM:608164,OTTHUMG00000165637,Potassium channel subfamily V member 1,Q6PIU1,Q9UHJ4,R-HSA-112316,R-HSA-1296071,R-HSA-1296072,UPI0000073DA5,Voltage-gated potassium channel subunit Kv8.1,hsa:27012,potassium channel, subfamily V, member 1,uc003ynr.5,uc010mcw.4
LGI3	9606.ENSP00000302297	Leucine-rich repeat LGI family member 3; May participate in the regulation of neuronal exocytosis.	https://smart.embl.de/smart/DDvec.cgi?smart=548:SIGNAL(1|30)+LRR(87|110)+LRR(111|134)+LRR_TYP(135|158)+LRRCT(170|219)+Pfam_EPTP(222|263)+Pfam_EPTP(268|309)+Pfam_EPTP(314|360)+Pfam_EPTP(363|405)+Pfam_EPTP(410|452)+Pfam_EPTP(455|496)+Pfam_EPTP(501|541)+	203190,A5PLP2,AAH42542.1,AAI42998.1,AAM49554.1,AAQ88483.1,AC105206,AF467956,AJ487518,AJ487961,AK090946,AY358116,BAC03553.1,BC042542,BC142997,CAD31786.1,CAD32308.1,CCDS6025,CCDS6025.1,E5RIV5,ENSG00000168481,ENSP00000302297,ENSP00000399121,ENSP00000427817,ENSP00000430653,ENST00000306317,ENST00000306317.6,ENST00000424267,ENST00000424267.6,ENST00000517694,ENST00000517694.1,ENST00000518365,ENST00000518365.1,ENST00000520124,ENST00000520124.5,H0YAP4,HGNC:18711,HPA024826,LGI1-like protein 4,LGI3,LGI3-201,LGI3-202,LGI3-203,LGI3-204,LGI3-205,LGI3_HUMAN,LGIL4,Leucine rich repeat LGI family member 3,Leucine-rich glioma-inactivated protein 3,Leucine-rich repeat LGI family member 3,NM_139278,NM_139278.2,NM_139278.4,NP_644807,NP_644807.1,NX_Q8N145,OMIM:608302,OTTHUMG00000131599,Q86TL4,Q8N145,Q8N296,R-HSA-1266738,R-HSA-5682910,UNQ8190/PRO23199,UPI0000070742,UPI00015657B8,UPI0001E8EF72,UPI0004620D58,hsa:203190,leucine rich repeat LGI family member 3,leucine-rich repeat LGI family, member 3,uc003xav.4
LRRC7	9606.ENSP00000309245	Leucine-rich repeat-containing protein 7; Required for normal synaptic spine architecture and function. Necessary for DISC1 and GRM5 localization to postsynaptic density complexes and for both N-methyl D-aspartate receptor-dependent and metabotropic glutamate receptor-dependent long term depression. Belongs to the LAP (LRR and PDZ) protein family.	https://smart.embl.de/smart/DDvec.cgi?smart=1495:LRR(53|73)+LRR(96|118)+LRR(142|164)+LRR(165|187)+LRR(188|210)+LRR(211|233)+LRR(234|257)+LRR(258|279)+LRR(280|303)+LRR(326|349)+LRR(372|394)+PDZ(1413|1493)+	57554,A0A075B6E9,A0A494C1A4,AK294206,AL117353,AL157948,AL158840,AL353771,AL359412,AL359894,AL391728,B1AKT2,BAH11697.1,CCDS645,CCDS81341,CCDS81341.1,DENSIN,Densin,Densin-180,ENSG00000033122,ENSP00000035383,ENSP00000309245,ENSP00000313915,ENSP00000333898,ENSP00000359995,ENSP00000359996,ENSP00000359997,ENSP00000394867,ENSP00000466082,ENSP00000476307,ENSP00000476660,ENSP00000477399,ENSP00000498937,ENST00000035383,ENST00000035383.9,ENST00000310961,ENST00000310961.9,ENST00000315029,ENST00000335298,ENST00000370956,ENST00000370957,ENST00000370958,ENST00000370958.5,ENST00000415775,ENST00000415775.2,ENST00000441830,ENST00000441830.1,ENST00000565615,ENST00000565615.1,ENST00000588515,ENST00000588515.5,ENST00000607936,ENST00000607936.5,ENST00000608470,ENST00000608470.5,ENST00000608744,ENST00000608744.5,ENST00000608815,ENST00000608815.5,ENST00000609072,ENST00000609072.5,ENST00000609498,ENST00000609498.5,ENST00000651217,ENST00000651989,F8WE45,HGNC:18531,HPA005625,K7ELH5,KF454959,KIAA1365,LAP1,LRRC7,LRRC7-201,LRRC7-202,LRRC7-203,LRRC7-204,LRRC7-205,LRRC7-206,LRRC7-207,LRRC7-208,LRRC7-209,LRRC7-210,LRRC7-211,LRRC7-212,LRRC7-213,LRRC7-214,LRRC7_HUMAN,Leucine rich repeat containing 7,Leucine-rich repeat-containing protein 7,NM_001330635,NM_001330635.2,NM_001350216,NM_001350216.2,NM_001366836,NM_001366836.2,NM_001366837,NM_001366837.2,NM_001366838,NM_001366838.2,NM_001366839,NM_001366839.2,NM_001366840,NM_001366840.1,NM_001366841,NM_001366841.1,NM_001366842,NM_001366842.1,NM_001370785,NM_001370785.1,NM_020794,NM_020794.2,NP_001317564,NP_001317564.1,NP_001337145,NP_001337145.1,NP_001353765,NP_001353765.1,NP_001353766,NP_001353766.1,NP_001353767,NP_001353767.1,NP_001353768,NP_001353768.1,NP_001353769,NP_001353769.1,NP_001353770,NP_001353770.1,NP_001353771,NP_001353771.1,NP_001357714,NP_001357714.1,NP_065845.1,NX_Q96NW7,OMIM:614453,OTTHUMG00000059194,Protein LAP1,Q5VXC2,Q5VXC3,Q68D07,Q86VE8,Q8WX20,Q96NW7,Q9P2I2,R-HSA-112314,R-HSA-112315,R-HSA-112316,R-HSA-1280215,R-HSA-162582,R-HSA-168249,R-HSA-168256,R-HSA-438064,R-HSA-438066,R-HSA-442742,R-HSA-442755,R-HSA-442982,R-HSA-5673001,R-HSA-5683057,R-HSA-5684996,R-HSA-6798695,R-HSA-9607240,R-HSA-9609736,R-HSA-9617324,R-HSA-9620244,UPI000018DB0D,UPI00004588A5,UPI00020651BE,UPI0002841282,UPI000387AE46,UPI0003B927BB,UPI0003B9286C,UPI0003B928B9,URS00008BBAC0,URS00008BC457,URS0000EADCA5,URS0000EBD78C,URS0000EBF021,V9GY23,V9GYE1,V9GZ42,XM_017001885,XM_017001885.1,XM_017001886,XM_017001886.1,XM_017001887,XM_017001887.1,XM_017001888,XM_017001888.1,XM_017001889,XM_017001889.1,XM_017001892,XM_017001892.1,XM_017001895,XM_017001895.1,XP_016857374,XP_016857374.1,XP_016857375,XP_016857375.1,XP_016857376,XP_016857376.1,XP_016857377,XP_016857377.1,XP_016857378,XP_016857378.1,XP_016857381,XP_016857381.1,XP_016857384,XP_016857384.1,densin-180,hsa:57554,leucine rich repeat containing 7,uc001dep.4
MAL2	9606.ENSP00000479708	Protein MAL2; Member of the machinery of polarized transport. Required for the indirect transcytotic route at the step of the egress of the transcytosing cargo from perinuclear endosomes in order for it to travel to the apical surface via a raft-dependent pathway.	https://smart.embl.de/smart/DDvec.cgi?smart=176:Pfam_MARVEL(31|169)+	114569,A0A024R9E4,A0A087WZL1,AAG15576.1,AAH12367.1,AC080033,AC087856,AK172820,AK312030,AL117612,AY007723,B2R520,BAD18789.1,BAG34967.1,BC012367,CCDS75780,CCDS75780.1,CH471060,EAW91981.1,EAW91982.1,ENSG00000147676,ENSP00000276681,ENSP00000396088,ENSP00000479708,ENSP00000482729,ENSP00000483044,ENSP00000484544,ENST00000276681,ENST00000412009,ENST00000522112,ENST00000522112.6,ENST00000531508,ENST00000531508.1,ENST00000534619,ENST00000534619.5,ENST00000614891,ENST00000614891.4,HGNC:13634,HPA043831,KF495716,MAL proteolipid protein 2,MAL2,MAL2-201,MAL2-202,MAL2-203,MAL2-204,MAL2_HUMAN,Mal, T cell differentiation protein 2,NM_052886,NM_052886.2,NM_052886.3,NP_443118,NP_443118.1,NX_Q969L2,OMIM:609684,OTTHUMG00000164973,Protein MAL2,Q6ZMD9,Q969L2,UPI000012EB3B,UPI00003D4F6A,URS00008C21F2,XM_011516807,XM_011516807.2,XP_011515109,XP_011515109.1,hsa:114569,mal, T cell differentiation protein 2,myelin and lymphocyte protein 2,uc033bxh.1
MAP4	9606.ENSP00000353375	Microtubule-associated protein 4; Non-neuronal microtubule-associated protein. Promotes microtubule assembly.	https://smart.embl.de/smart/DDvec.cgi?smart=1152:Pfam_Tubulin-binding(928|953)+Pfam_Tubulin-binding(992|1022)+Pfam_Tubulin-binding(1023|1053)+Pfam_Tubulin-binding(1054|1085)+	4134,A0A0J9YVV8,A0A0J9YW37,AAA59553.1,AAA67361.1,AAH08715.1,AAH12794.1,AAH15149.1,AAH51843.1,AB209377,AC124916,AC139667,AK054696,AK125245,B5MEG9,BAB70795.1,BAC86099.1,BAD92614.1,BC008715,BC012794,BC015149,BC051843,CAH18346.1,CCDS33750,CCDS33750.1,CCDS46818,CCDS46818.1,CCDS46821,CCDS46821.1,CH471055,CR749544,E7EVA0,EAW64839.1,ENSG00000047849,ENSP00000264724,ENSP00000292370,ENSP00000292371,ENSP00000305246,ENSP00000325883,ENSP00000326068,ENSP00000334770,ENSP00000335362,ENSP00000335408,ENSP00000338108,ENSP00000348636,ENSP00000350096,ENSP00000353375,ENSP00000373242,ENSP00000373243,ENSP00000379079,ENSP00000379083,ENSP00000384176,ENSP00000397414,ENSP00000402767,ENSP00000403496,ENSP00000404795,ENSP00000407602,ENSP00000409731,ENSP00000415130,ENSP00000415689,ENSP00000416743,ENSP00000487698,ENSP00000487797,ENST00000264724,ENST00000292370,ENST00000292371,ENST00000302715,ENST00000320796,ENST00000320817,ENST00000335101,ENST00000335264,ENST00000335271,ENST00000335271.9,ENST00000338082,ENST00000352809,ENST00000354006,ENST00000356288,ENST00000357498,ENST00000360240,ENST00000360240.10,ENST00000383736,ENST00000383736.3,ENST00000383737,ENST00000395730,ENST00000395734,ENST00000395734.7,ENST00000403918,ENST00000420772,ENST00000420772.6,ENST00000423088,ENST00000423088.5,ENST00000424743,ENST00000425068,ENST00000426837,ENST00000426837.6,ENST00000429422,ENST00000429422.5,ENST00000434267,ENST00000434267.5,ENST00000439356,ENST00000439356.2,ENST00000441748,ENST00000462206,ENST00000462206.1,ENST00000468075,ENST00000468075.2,ENST00000477765,ENST00000477765.1,ENST00000482752,ENST00000482752.1,ENST00000497735,ENST00000497735.1,ENST00000633710,ENST00000633710.1,F8W9U4,H0Y2V1,H7C456,H7C4C5,HGNC:6862,HPA038149,HPA038150,M64571,MAP-4,MAP4,MAP4-201,MAP4-202,MAP4-203,MAP4-204,MAP4-205,MAP4-206,MAP4-207,MAP4-208,MAP4-209,MAP4-210,MAP4-211,MAP4-212,MAP4-213,MAP4-214,MAP4-215,MAP4-216,MAP4_HUMAN,Microtubule associated protein 4,Microtubule-associated protein 4,NM_001134364,NM_001134364.1,NM_001134364.2,NM_002375,NM_002375.4,NM_002375.5,NM_030885,NM_030885.3,NM_030885.4,NP_001127836,NP_001127836.1,NP_002366,NP_002366.2,NP_112147,NP_112147.2,NX_P27816,OMIM:157132,OTTHUMG00000156828,P27816,Q13082,Q59FT2,Q68D74,Q6ZUW9,Q86V26,Q96A76,Q96NS9,U19727,UPI0000192737,UPI000020A6A4,UPI000041233B,UPI000198CA4C,UPI000198CA4D,UPI0001D3BAA4,UPI0001D3BAA5,UPI0006454690,UPI0006454704,UPI0006454797,UPI0006644D1F,URS00008BEA20,URS0000D6D502,URS0000E92C39,XM_011533703,XM_011533703.2,XM_011533704,XM_011533704.2,XM_011533705,XM_011533705.1,XM_011533708,XM_011533708.2,XM_011533709,XM_011533709.2,XM_011533718,XM_011533718.1,XM_011533719,XM_011533719.2,XM_017006391,XM_017006391.1,XM_017006392,XM_017006392.1,XM_017006395,XM_017006395.1,XM_017006396,XM_017006396.2,XM_017006397,XM_017006397.1,XM_017006400,XM_017006400.2,XM_017006401,XM_017006401.1,XM_017006402,XM_017006402.1,XM_017006405,XM_017006405.1,XM_017006406,XM_017006406.2,XM_017006409,XM_017006409.2,XM_017006410,XM_017006410.2,XM_017006411,XM_017006411.1,XM_017006412,XM_017006412.1,XM_017006413,XM_017006413.1,XM_017006414,XM_017006414.1,XM_017006415,XM_017006415.1,XM_017006416,XM_017006416.1,XM_024453523,XM_024453523.1,XM_024453524,XM_024453524.1,XM_024453525,XM_024453525.1,XM_024453526,XM_024453526.1,XM_024453527,XM_024453527.1,XM_024453528,XM_024453528.1,XM_024453529,XM_024453529.1,XM_024453530,XM_024453530.1,XP_011532005,XP_011532005.1,XP_011532006,XP_011532006.1,XP_011532007,XP_011532007.1,XP_011532010,XP_011532010.1,XP_011532011,XP_011532011.1,XP_011532020,XP_011532020.1,XP_011532021,XP_011532021.1,XP_016861880,XP_016861880.1,XP_016861881,XP_016861881.1,XP_016861884,XP_016861884.1,XP_016861885,XP_016861885.1,XP_016861886,XP_016861886.1,XP_016861889,XP_016861889.1,XP_016861890,XP_016861890.1,XP_016861891,XP_016861891.1,XP_016861894,XP_016861894.1,XP_016861895,XP_016861895.1,XP_016861898,XP_016861898.1,XP_016861899,XP_016861899.1,XP_016861900,XP_016861900.1,XP_016861901,XP_016861901.1,XP_016861902,XP_016861902.1,XP_016861903,XP_016861903.1,XP_016861904,XP_016861904.1,XP_016861905,XP_016861905.1,XP_024309291,XP_024309291.1,XP_024309292,XP_024309292.1,XP_024309293,XP_024309293.1,XP_024309294,XP_024309294.1,XP_024309295,XP_024309295.1,XP_024309296,XP_024309296.1,XP_024309297,XP_024309297.1,XP_024309298,XP_024309298.1,XR_002959519,XR_002959519.1,XR_002959520,XR_002959520.1,XR_002959521,XR_002959521.1,XR_002959522,XR_002959522.1,XR_002959523,XR_002959523.1,XR_002959524,XR_002959524.1,XR_002959525,XR_002959525.1,XR_002959526,XR_002959526.1,XR_002959527,XR_002959527.1,XR_002959528,XR_002959528.1,XR_002959529,XR_002959529.1,XR_002959530,XR_002959530.1,XR_002959531,XR_002959531.1,XR_002959532,XR_002959532.1,XR_002959533,XR_002959533.1,XR_002959534,XR_002959534.1,hsa:4134,microtubule associated protein 4,uc003csb.3
MFSD4A	9606.ENSP00000356115	Major facilitator superfamily domain containing 4A.	https://smart.embl.de/smart/DDvec.cgi?smart=514:Pfam_MFS_1(20|438)+TRANS(464|486)+	148808,A0A087WUK7,A0A087WWW5,A0A087WYZ8,A0A087X0S2,AAH36549.2,AAQ88474.1,AC096533,AK091896,AK304109,AK304120,AL713676,AY358107,B7Z8X0,B7Z8X3,BAC03767.1,BAH14106.1,BAH14109.1,BC036549,CAD28481.1,CCDS1455,CCDS1455.1,DKFZp761N1114,ENSG00000174514,ENSP00000310588,ENSP00000323706,ENSP00000356115,ENSP00000440183,ENSP00000445329,ENSP00000478732,ENSP00000480554,ENSP00000482239,ENSP00000483626,ENST00000312213,ENST00000319046,ENST00000367147,ENST00000367147.8,ENST00000465651,ENST00000465651.1,ENST00000471425,ENST00000471425.1,ENST00000475956,ENST00000475956.5,ENST00000478555,ENST00000478555.1,ENST00000489709,ENST00000489709.5,ENST00000536357,ENST00000536357.2,ENST00000539267,ENST00000539267.5,ENST00000614644,ENST00000614644.1,ENST00000616173,ENST00000616173.4,ENST00000621216,ENST00000621216.1,F5H391,FLJ25004,FLJ34577,HGNC:25433,MFD4A_HUMAN,MFSD4,MFSD4A,MFSD4A-201,MFSD4A-202,MFSD4A-203,MFSD4A-204,MFSD4A-205,MFSD4A-206,MFSD4A-207,MFSD4A-208,MFSD4A-209,MFSD4A-210,MFSD4A-211,NM_181644,NM_181644.4,NM_181644.5,NP_857595,NP_857595.3,NX_Q8N468,OTTHUMG00000037197,Q6UY25,Q8N468,Q8NAY0,Q8TCP4,UNQ3064,UNQ3064/PRO9894,UPI000019855C,UPI00019151BA,UPI00020650E8,UPI0003E6B902,UPI00046209DB,UPI0004620BAF,UPI0004620D4A,XM_011509229,XM_011509229.2,XM_011509229.3,XP_011507531,XP_011507531.1,hsa:148808,uc001hcv.5
